epoch,train_loss,val_loss,train_iou,val_iou,train_accuracy,val_accuracy,best_iou
1,0.4522953110933304,0.40199670621326994,0.3386557322740555,0.611450697694506,0.8057350540161132,0.8133619512830462,0.611450697694506
2,0.41369733333587644,0.39321318694523405,0.33251343011856077,0.6243481125150409,0.8195856094360352,0.8369017328534808,0.6243481125150409
3,0.39180903911590576,0.3364830570561545,0.34358407437801364,0.6652941448347909,0.822650089263916,0.8671996934073312,0.6652941448347909
4,0.3683405154943466,0.4472503236361912,0.3545324283838272,0.6033388291086469,0.8443492889404297,0.8457905905587333,0.6652941448347909
5,0.3992205035686493,0.34811526962688993,0.35821372240781785,0.6526045458657401,0.8298664093017578,0.8486124447413853,0.6652941448347909
6,0.38832962393760684,0.38194029671805246,0.35422140479087827,0.6412327034132821,0.833798999786377,0.843165670122419,0.6652941448347909
7,0.3546683847904205,0.35889024819646564,0.37740526139736175,0.6393684489386422,0.8486484336853027,0.8714173180716378,0.6652941448347909
8,0.36006547063589095,0.36750426036970957,0.37970065504312517,0.6424940058163234,0.8467276191711426,0.8330909524645124,0.6652941448347909
9,0.3636529332399368,0.2945632338523865,0.36557113379240036,0.6972271970340184,0.8432733535766601,0.8598218645368304,0.6972271970340184
10,0.34431006133556363,0.49216720036097933,0.3755903631448746,0.594705513545445,0.8549964904785157,0.7668593951633998,0.6972271970340184
11,0.3453585159778595,0.4518697943006243,0.39819990456104276,0.6187110117503575,0.8519911766052246,0.7849490983145577,0.6972271970340184
12,0.3324099043011665,0.32037241756916046,0.3754105868935585,0.7373516644750323,0.8590929412841797,0.8896252768380302,0.7373516644750323
13,0.34214170843362807,0.32931930252483915,0.3808419132232666,0.6732418622289386,0.8529733848571778,0.8459586075374058,0.7373516644750323
14,0.3568768215179443,0.32109266093799044,0.38859537214040757,0.6684341600963047,0.8470710372924805,0.8522539479391915,0.7373516644750323
15,0.3417735454440117,0.3595047380243029,0.36372121423482895,0.6482612490653992,0.8510984992980957,0.8210457052503314,0.7373516644750323
16,0.331445509493351,0.30389208027294706,0.38043286502361295,0.7070202231407166,0.8551644134521484,0.8515183925628662,0.7373516644750323
17,0.34970716655254364,0.31561056630952017,0.39128283739089964,0.7383385896682739,0.8491442489624024,0.8904051780700684,0.7383385896682739
18,0.33109804600477216,0.2976585030555725,0.4010611510276794,0.6972152079854693,0.8553028106689453,0.8676026889256069,0.7383385896682739
19,0.34639964014291763,0.2828869840928486,0.3879673480987549,0.7027490905353001,0.8515094375610351,0.8886549132210868,0.7383385896682739
20,0.33191640704870223,0.3038697689771652,0.38887620508670806,0.673805798803057,0.8532943534851074,0.8661728927067348,0.7383385896682739
21,0.3504269659519196,0.3122445983546121,0.39324529469013214,0.6816662124225071,0.8478742599487304,0.8635227339608329,0.7383385896682739
22,0.3495393839478493,0.28204659691878725,0.3957126423716545,0.7048600486346653,0.8498412895202637,0.8806178229195731,0.7383385896682739
23,0.32268117904663085,0.30918530906949726,0.3777140316367149,0.7050145609038216,0.8606505012512207,0.8689715181078229,0.7383385896682739
24,0.3400302281975746,0.2828223300831659,0.3725941023230553,0.7094978775296893,0.8512541580200196,0.8875698362077985,0.7383385896682739
25,0.33577361673116685,0.3060543771300997,0.381109699010849,0.6868262205805097,0.8551752853393555,0.8626157556261335,0.7383385896682739
26,0.3104063007235527,0.3045764459030969,0.4130335682630539,0.6837241734777179,0.8694920539855957,0.8638720171792167,0.7383385896682739
27,0.3389906877279282,0.35484711825847626,0.38865523442626,0.6675978132656643,0.8554494667053223,0.8357412815093994,0.7383385896682739
28,0.3162092912197113,0.28983003752572195,0.3940694111585617,0.7096928443227496,0.8602811813354492,0.8685287066868373,0.7383385896682739
29,0.3272255489230156,0.32911662118775503,0.3996199655532837,0.6815003412110465,0.8618556594848633,0.8374420234135219,0.7383385896682739
30,0.32855874717235567,0.2914712599345616,0.3637683495879173,0.7011258516992841,0.8591399002075195,0.8828443459102085,0.7383385896682739
31,0.3189983972907066,0.36358040145465303,0.388870575428009,0.6700786863054548,0.8638213539123535,0.8299144676753453,0.7383385896682739
32,0.3517571276426315,0.36533667147159576,0.37608562245965005,0.6815379687717983,0.850240478515625,0.8490820952824184,0.7383385896682739
33,0.32574559152126314,0.3901923682008471,0.3924081006646156,0.640838989189693,0.863528995513916,0.8310033934456962,0.7383385896682739
34,0.3159861832857132,0.3837000472205026,0.3894177410006523,0.647679328918457,0.8609708786010742,0.8237642560686383,0.7383385896682739
35,0.33543836027383805,0.3625409262520926,0.3918295913934708,0.6653561506952558,0.8583345603942871,0.8488098553248814,0.7383385896682739
36,0.31647127628326416,0.3145178386143276,0.3966166633367538,0.7031310456139701,0.8656978607177734,0.8698312895638602,0.7383385896682739
37,0.2960529145598412,0.27738909849098753,0.40691859513521195,0.7330155542918614,0.8750377273559571,0.8781094210488456,0.7383385896682739
38,0.302223447561264,0.3603638197694506,0.40180464565753937,0.6641728026526315,0.8703367614746094,0.8339770180838448,0.7383385896682739
39,0.3253946328163147,0.2825144827365875,0.4226325350999832,0.7199230704988752,0.8607248878479004,0.8983249323708671,0.7383385896682739
40,0.3139715525507927,0.2795741536787578,0.40395093977451324,0.7310093130384173,0.858388671875,0.8801501137869698,0.7383385896682739
41,0.290601612329483,0.4076460897922516,0.39539231717586515,0.6556437270981925,0.8785686874389649,0.7997663702283587,0.7383385896682739
42,0.30683792501688,0.28710390840257916,0.39866710841655734,0.7163630638803754,0.8675765037536621,0.8722189494541713,0.7383385896682739
43,0.30816582322120667,0.33277751931122374,0.4048019880056381,0.691357604094914,0.8669811820983887,0.8497012342725482,0.7383385896682739
44,0.30228137224912643,0.315021704350199,0.4004242414236069,0.678273584161486,0.8686049270629883,0.8635059424809047,0.7383385896682739
45,0.31378992199897765,0.29652294303689686,0.40041936486959456,0.703434407711029,0.8668683433532715,0.8804340362548828,0.7383385896682739
46,0.3080915331840515,0.2634640953370503,0.4048000258207321,0.727316541331155,0.8729959106445313,0.8864215782710484,0.7383385896682739
47,0.32919615030288696,0.3196388589484351,0.4011042875051498,0.6896298101970127,0.8607470893859863,0.8882776669093541,0.7383385896682739
48,0.30241463720798495,0.2858370542526245,0.4038529807329178,0.7221777864864894,0.8731085014343262,0.8849143300737653,0.7383385896682739
49,0.3020845779776573,0.2769298425742558,0.40575268149375915,0.7123715111187526,0.8722057914733887,0.884019000189645,0.7383385896682739
50,0.3041997954249382,0.27350120672157835,0.4069268748164177,0.7143288339887347,0.8726431274414063,0.8846700872693744,0.7383385896682739
51,0.28855732679367063,0.2651559497628893,0.4165889585018158,0.7267783795084272,0.8792040824890137,0.8882642814091274,0.7383385896682739
52,0.28388312697410584,0.2635932607310159,0.4136126473546028,0.7421065994671413,0.8790950393676757,0.89271650995527,0.7421065994671413
53,0.31642245858907697,0.306040631873267,0.40648049652576446,0.7071761318615505,0.8662893486022949,0.8607400826045445,0.7421065994671413
54,0.30966474175453185,0.2728524122919355,0.40544931709766385,0.7025355015482221,0.8642933654785157,0.8817472798483712,0.7421065994671413
55,0.3078636160492897,0.3072308897972107,0.4203034073114395,0.6990412473678589,0.8706196022033691,0.861003943852016,0.7421065994671413
56,0.3011295250058174,0.3429570027760097,0.4120204219222069,0.6818895595414298,0.8712309455871582,0.8476417064666748,0.7421065994671413
57,0.29421670868992805,0.3175439877169473,0.41141476184129716,0.693569540977478,0.8740102005004883,0.8593902587890625,0.7421065994671413
58,0.30446668714284897,0.29544754326343536,0.41101822644472125,0.7204014488628933,0.8692434501647949,0.8787410259246826,0.7421065994671413
59,0.2888829305768013,0.3120689583676202,0.3978860485553741,0.6993451544216701,0.8794503021240234,0.8595007487705776,0.7421065994671413
60,0.2932338437438011,0.25746158829757143,0.4223036402463913,0.7372779590742928,0.8775901031494141,0.8896682262420654,0.7421065994671413
61,0.28017862170934676,0.27030463090964724,0.41104422241449357,0.7239402191979545,0.8785547828674316,0.8788530826568604,0.7421065994671413
62,0.29028604984283446,0.27916168315070017,0.4268710228800774,0.7399357557296753,0.8791561317443848,0.8752791881561279,0.7421065994671413
63,0.2892000570893288,0.25266880435603006,0.4142121094465256,0.7338043706757682,0.8762495803833008,0.8965148244585309,0.7421065994671413
64,0.2889245820045471,0.2641114720276424,0.4088557323813438,0.7471338255064828,0.8775503540039062,0.889681305204119,0.7471338255064828
65,0.295285616517067,0.27081183024815153,0.42752242624759673,0.7246328932898385,0.8707706451416015,0.9010623182569232,0.7471338255064828
66,0.28802800714969634,0.32925460168293547,0.41746140122413633,0.6811866845403399,0.8772521781921386,0.8560580866677421,0.7471338255064828
67,0.29016079753637314,0.29517519048282076,0.43510676205158233,0.7272431765283857,0.8806076240539551,0.8628069673265729,0.7471338255064828
68,0.30356551498174666,0.2717562062399728,0.4179014119505882,0.7170000076293945,0.8713948822021484,0.8870524338313511,0.7471338255064828
69,0.2897337484359741,0.29071483441761564,0.405785131752491,0.7116863301822117,0.8785206985473633,0.870208603995187,0.7471338255064828
70,0.2528121963143349,0.25273266647543224,0.4163079982995987,0.7472861664635795,0.8950508308410644,0.8945693969726562,0.7472861664635795
71,0.289359096288681,0.28433196246623993,0.4129402604699135,0.7209953239985875,0.8758485984802246,0.8702233859470913,0.7472861664635795
