epoch,train_loss,val_loss,train_iou,val_iou,train_accuracy,val_accuracy,best_iou
72,0.2901372501254082,0.319908687046596,0.4180675548315048,0.679401525429317,0.8786955261230469,0.8498738833836147,0.7472861664635795
73,0.27621755361557004,0.2896996225629534,0.4410868191719055,0.7435213838304792,0.8831033706665039,0.869581767490932,0.7472861664635795
74,0.2780272242426872,0.2939843876021249,0.43006995916366575,0.7165019341877529,0.8851735496520996,0.8834808553968158,0.7472861664635795
75,0.27492615282535554,0.3259653555495398,0.40006411403417586,0.7024538346699306,0.8816142654418946,0.8626519952501569,0.7472861664635795
76,0.2998342162370682,0.27621932114873615,0.40894381552934644,0.7461115036691938,0.8739462089538574,0.9023646286555699,0.7472861664635795
77,0.28685142397880553,0.2891864627599716,0.435301685333252,0.7322229828153338,0.8791398620605468,0.8648364543914795,0.7472861664635795
78,0.2911659789085388,0.2481506552015032,0.41098745048046115,0.7364457505089896,0.8773767852783203,0.9075262887137276,0.7472861664635795
79,0.28283309400081635,0.27845707535743713,0.4423228412866592,0.7171077898570469,0.8821079635620117,0.8919610295976911,0.7472861664635795
80,0.29828872919082644,0.37938045603888376,0.4104789334535599,0.6659223522458758,0.8750654220581054,0.822652953011649,0.7472861664635795
81,0.2760984653234482,0.23396561188357218,0.41781949639320376,0.7494833128792899,0.8833622932434082,0.9058457442692348,0.7494833128792899
82,0.2881846114993095,0.2849616919245039,0.4155940020084381,0.7258533835411072,0.8792855262756347,0.8644586290631976,0.7494833128792899
83,0.2855512645840645,0.27428619137832094,0.4278321933746338,0.7349756360054016,0.879986572265625,0.8750874314989362,0.7494833128792899
84,0.2665920738875866,0.2598025415624891,0.43538991242647174,0.746768193585532,0.8889893531799317,0.9016594205583844,0.7494833128792899
85,0.27987746238708494,0.2691711847271238,0.42772372961044314,0.7249923859323774,0.8857826995849609,0.8701063224247524,0.7494833128792899
86,0.26163434982299805,0.2732234022447041,0.45485345244407654,0.7348178795405796,0.8920848274230957,0.8691585063934326,0.7494833128792899
87,0.26798508673906324,0.25414946249553133,0.43474405169487,0.7473278215953282,0.8854073905944824,0.8751190049307687,0.7494833128792899
88,0.2660847336053848,0.2637301598276411,0.44004488945007325,0.7397258537156242,0.8867317771911621,0.8818740844726562,0.7494833128792899
89,0.2694803872704506,0.3299742617777416,0.40411885708570483,0.6987909163747515,0.8894840621948242,0.8550932066781181,0.7494833128792899
90,0.2818756404519081,0.2568587192467281,0.43886408150196077,0.7441415020397731,0.8783932495117187,0.8920901843479702,0.7494833128792899
91,0.2862512743473053,0.2926098278590611,0.43412588655948636,0.7112294435501099,0.8794408416748047,0.86009567124503,0.7494833128792899
92,0.26194043666124345,0.30307827251298086,0.4464367514848709,0.7236560157367161,0.8964261436462402,0.8543462072099958,0.7494833128792899
93,0.2857407134771347,0.24392414093017578,0.4424147582054138,0.7394091657229832,0.8794274711608887,0.9055203029087612,0.7494833128792899
94,0.268732074201107,0.24580880786691392,0.44679114282131194,0.7484700168882098,0.8873460769653321,0.8965732370104108,0.7494833128792899
95,0.2701131561398506,0.231695722256388,0.43794860124588014,0.7554647581917899,0.8849301147460937,0.8989663124084473,0.7554647581917899
96,0.2668560269474983,0.29974920196192606,0.4552008056640625,0.7432226623807635,0.8895808601379395,0.8746453353336879,0.7554647581917899
97,0.27963690266013147,0.2509001152856009,0.4239393723011017,0.7463726316179548,0.8859321022033692,0.8968665259225028,0.7554647581917899
98,0.26438359916210175,0.32365842376436504,0.4282767105102539,0.7155705179486956,0.8916678237915039,0.852628333227975,0.7554647581917899
99,0.27672631949186327,0.29806074712957653,0.4357826340198517,0.7099183116640363,0.8837687110900879,0.864703723362514,0.7554647581917899
100,0.2685091349482536,0.2390762290784291,0.44285489767789843,0.7558297685214451,0.8883169555664062,0.8917954649244036,0.7558297685214451
101,0.25364728063344955,0.2915313882487161,0.4519831424951553,0.7359390258789062,0.8940157508850097,0.8715089729854039,0.7558297685214451
102,0.2572736874222755,0.3185934977872031,0.4424581283330917,0.7039803521973746,0.8973544311523437,0.8592058590480259,0.7558297685214451
103,0.26945125088095667,0.30387844145298004,0.4428096875548363,0.7207493185997009,0.8867593383789063,0.8569543361663818,0.7558297685214451
104,0.279296852350235,0.2533415321792875,0.4379585635662079,0.7515547360692706,0.8831860733032226,0.8864124843052456,0.7558297685214451
105,0.2782124021649361,0.30036711054188864,0.42574636220932005,0.7095307026590619,0.8821470260620117,0.8560525008610317,0.7558297685214451
106,0.2807024458050728,0.26902471269880024,0.437124046087265,0.7335837653705052,0.8842457389831543,0.865858895438058,0.7558297685214451
107,0.2554315587878227,0.22758294641971588,0.43981497168540956,0.7761490515300206,0.8930204582214355,0.9066771439143589,0.7761490515300206
108,0.2834769758582115,0.3551686874457768,0.4360290813446045,0.6886750119073051,0.8852758979797364,0.842181852885655,0.7761490515300206
109,0.2868627119064331,0.312137029000691,0.4367634755373001,0.6973423276628766,0.8800759315490723,0.8509158747536796,0.7761490515300206
110,0.2521763959527016,0.25990604928561617,0.42591279119253156,0.7395508289337158,0.8976026916503906,0.8965478624616351,0.7761490515300206
111,0.26022277981042863,0.31075351578848703,0.44009633898735045,0.719987656388964,0.8906902503967286,0.8583974838256836,0.7761490515300206
112,0.2645645222067833,0.2868242370230811,0.4373779326677322,0.7130946431841169,0.8887873077392578,0.8510592324393136,0.7761490515300206
113,0.2507590454816818,0.37711224811417715,0.4410123085975647,0.6890359691211155,0.8916168212890625,0.8447870526994977,0.7761490515300206
114,0.2607226812839508,0.27623865008354187,0.44444007098674776,0.7299925684928894,0.8913648414611817,0.8844445773533413,0.7761490515300206
115,0.26283585488796235,0.339924550482205,0.4389535313844681,0.7106812936919076,0.8883811187744141,0.8628956590379987,0.7761490515300206
116,0.27588537395000456,0.3012503981590271,0.42844533622264863,0.7183573416301182,0.8863632583618164,0.8654260635375977,0.7761490515300206
117,0.28635334223508835,0.2318783381155559,0.4380354052782059,0.7499356610434396,0.8792595291137695,0.909719433103289,0.7761490515300206
118,0.27458993315696717,0.2814278709036963,0.4175059425830841,0.711917085306985,0.8874375915527344,0.8675392695835659,0.7761490515300206
119,0.2475831151008606,0.24470935123307364,0.4278924423456192,0.753180844443185,0.8979252815246582,0.8955162593296596,0.7761490515300206
120,0.25191512554883955,0.2536242242370333,0.4461899971961975,0.7330202630587986,0.8963419532775879,0.8957350254058838,0.7761490515300206
